hexsha,patch,summary,author
66eede4a37c3,https://github.com/git/git/commit/66eede4a37c3,prepare_repo_settings(): plug leak of config values,Jeff King
25b6a95d03fe,https://github.com/git/git/commit/25b6a95d03fe,submodule--helper: fix a memory leak in print_status(),Ævar Arnfjörð Bjarmason
623bd7d154da,https://github.com/git/git/commit/623bd7d154da,submodule--helper: fix a leak in module_add(),Ævar Arnfjörð Bjarmason
ae3ef94d9bc6,https://github.com/git/git/commit/ae3ef94d9bc6,submodule--helper: fix a memory leak in get_default_remote_submodule(),Ævar Arnfjörð Bjarmason
17af0a844452,https://github.com/git/git/commit/17af0a844452,submodule--helper: fix a leak with repo_clear(),Ævar Arnfjörð Bjarmason
61adac6c4b58,https://github.com/git/git/commit/61adac6c4b58,"submodule--helper: fix ""errmsg_str"" memory leak",Ævar Arnfjörð Bjarmason
4b9d12460d18,https://github.com/git/git/commit/4b9d12460d18,"submodule--helper: ""struct pathspec"" memory leak in module_update()",Ævar Arnfjörð Bjarmason
d76260e60a5c,https://github.com/git/git/commit/d76260e60a5c,submodule--helper: fix trivial get_default_remote_submodule() leak,Ævar Arnfjörð Bjarmason
96a907376b10,https://github.com/git/git/commit/96a907376b10,"submodule--helper: add missing braces to ""else"" arm",Ævar Arnfjörð Bjarmason
23578904da8e,https://github.com/git/git/commit/23578904da8e,preload-index: fix memleak,Anthony Delannoy
c5365e93fd94,https://github.com/git/git/commit/c5365e93fd94,"bisect.c: add missing ""goto"" for release_revisions()",Ævar Arnfjörð Bjarmason
198551ca54f6,https://github.com/git/git/commit/198551ca54f6,git-p4: fix error handling in P4Unshelve.renameBranch(),Moritz Baumann
34e691288d4e,https://github.com/git/git/commit/34e691288d4e,test-tool ref-store: fix a memory leak,Ævar Arnfjörð Bjarmason
55916bba0f48,https://github.com/git/git/commit/55916bba0f48,gc: fix a memory leak,Ævar Arnfjörð Bjarmason
d90dafbe3180,https://github.com/git/git/commit/d90dafbe3180,cat-file: fix a memory leak in --batch-command mode,Ævar Arnfjörð Bjarmason
74a06a9f2103,https://github.com/git/git/commit/74a06a9f2103,clone: fix memory leak in wanted_peer_refs(),Ævar Arnfjörð Bjarmason
652891de4ff1,https://github.com/git/git/commit/652891de4ff1,read_index_from(): avoid memory leak,Johannes Schindelin
41a86b64c093,https://github.com/git/git/commit/41a86b64c093,submodule--helper: avoid memory leak when fetching submodules,Johannes Schindelin
f53559227ccb,https://github.com/git/git/commit/f53559227ccb,submodule-config: avoid memory leak,Johannes Schindelin
5a09991e32f3,https://github.com/git/git/commit/5a09991e32f3,fsmonitor: avoid memory leak in `fsm_settings__get_incompatible_msg()`,Johannes Schindelin
35919bf1ab9d,https://github.com/git/git/commit/35919bf1ab9d,transport: unify return values and exit point from transport_push(),Frantisek Hrbata
6a616619679d,https://github.com/git/git/commit/6a616619679d,archive: do not let on-disk mode leak to zip archives,Junio C Hamano
6dfadc8981a3,https://github.com/git/git/commit/6dfadc8981a3,clone: plug a miniscule leak,Junio C Hamano
89f45cf4eb03,https://github.com/git/git/commit/89f45cf4eb03,"format-patch: don't leak ""extra_headers"" or ""ref_message_ids""",Ævar Arnfjörð Bjarmason
b925fcf12951,https://github.com/git/git/commit/b925fcf12951,"t/helper/test-fast-rebase.c: don't leak ""struct strbuf""",Ævar Arnfjörð Bjarmason
82e69b0cb5ef,https://github.com/git/git/commit/82e69b0cb5ef,"ls-tree: add missing braces to ""else"" arms",Ævar Arnfjörð Bjarmason
8f79015111f8,https://github.com/git/git/commit/8f79015111f8,submodule--helper: fix trivial leak in module_add(),Ævar Arnfjörð Bjarmason
8d60e9d2010d,https://github.com/git/git/commit/8d60e9d2010d,merge-ort: fix small memory leak in detect_and_process_renames(),Elijah Newren
679e3693aba0,https://github.com/git/git/commit/679e3693aba0,branch.c: use 'goto cleanup' in setup_tracking() to fix memory leaks,Glen Choo
587c3d0da67a,https://github.com/git/git/commit/587c3d0da67a,progress.c test helper: add missing braces,Ævar Arnfjörð Bjarmason
0f03f04c5c24,https://github.com/git/git/commit/0f03f04c5c24,sparse-checkout: fix a couple minor memory leaks,Elijah Newren
6046f7a91c3b,https://github.com/git/git/commit/6046f7a91c3b,merge: fix memory leaks in cmd_merge(),Elijah Newren
a59b8dd94f0e,https://github.com/git/git/commit/a59b8dd94f0e,merge-ort: fix memory leak in merge_ort_internal(),Elijah Newren
f5f6a6cd4740,https://github.com/git/git/commit/f5f6a6cd4740,reftable: ignore remove() return value in stack_test.c,Han-Wen Nienhuys
f7445865f260,https://github.com/git/git/commit/f7445865f260,reftable: check reftable_stack_auto_compact() return value,Han-Wen Nienhuys
27e27ee2249f,https://github.com/git/git/commit/27e27ee2249f,reftable: fix resource leak blocksource.c,Han-Wen Nienhuys
999bba3e0bbb,https://github.com/git/git/commit/999bba3e0bbb,daemon: plug memory leak on overlong path,René Scharfe
dee839a26331,https://github.com/git/git/commit/dee839a26331,format-patch: mark rev_info with UNLEAK,Junio C Hamano
df25a19d7287,https://github.com/git/git/commit/df25a19d7287,test-ref-store: plug memory leak in cmd_delete_refs,Han-Wen Nienhuys
022815114a8a,https://github.com/git/git/commit/022815114a8a,pack-bitmap.c: don't leak type-level bitmaps,Taylor Blau
ee4a1d63d7e9,https://github.com/git/git/commit/ee4a1d63d7e9,builtin/multi-pack-index.c: don't leak concatenated options,Taylor Blau
e6432e0f1f18,https://github.com/git/git/commit/e6432e0f1f18,builtin/repack.c: avoid leaking child arguments,Taylor Blau
9e39acc94ad4,https://github.com/git/git/commit/9e39acc94ad4,builtin/pack-objects.c: don't leak memory via arguments,Taylor Blau
492cb394fb2b,https://github.com/git/git/commit/492cb394fb2b,midx.c: don't leak MIDX from verify_midx_file,Taylor Blau
c270b055d94b,https://github.com/git/git/commit/c270b055d94b,submodule--helper: fix small memory leaks,Ævar Arnfjörð Bjarmason
27ff1fbc5dd5,https://github.com/git/git/commit/27ff1fbc5dd5,"clone: fix a memory leak of the ""git_dir"" variable",Ævar Arnfjörð Bjarmason
f3af71c947cd,https://github.com/git/git/commit/f3af71c947cd,gpg-interface: fix leak of strbufs in get_ssh_key_fingerprint(),Jeff King
78d468f1a9c7,https://github.com/git/git/commit/78d468f1a9c7,"gpg-interface: fix leak of ""line"" in parse_ssh_output()",Jeff King
6e658547d355,https://github.com/git/git/commit/6e658547d355,sequencer: fix a memory leak in do_reset(),Ævar Arnfjörð Bjarmason
e861b0963626,https://github.com/git/git/commit/e861b0963626,test-read-midx: fix leak of bitmap_index struct,Jeff King
35f070b4de8f,https://github.com/git/git/commit/35f070b4de8f,rebase: use our standard error return value,Phillip Wood
6eccfc3adf70,https://github.com/git/git/commit/6eccfc3adf70,tr2: leave the parent list empty upon failure & don't leak memory,Ævar Arnfjörð Bjarmason
48f68715b14b,https://github.com/git/git/commit/48f68715b14b,"tr2: stop leaking ""thread_name"" memory",Ævar Arnfjörð Bjarmason
9bb6c2e54f88,https://github.com/git/git/commit/9bb6c2e54f88,"midx: close linked MIDXs, avoid leaking memory",Taylor Blau
ccdd5d1eb14a,https://github.com/git/git/commit/ccdd5d1eb14a,"mailmap.c: fix a memory leak in free_mailap_{info,entry}()",Ævar Arnfjörð Bjarmason
88682b016dcb,https://github.com/git/git/commit/88682b016dcb,protocol-caps.c: fix memory leak in send_info(),Ævar Arnfjörð Bjarmason
5146c2f148e9,https://github.com/git/git/commit/5146c2f148e9,credential: fix leak in credential_apply_config(),Mike Hommey
9a863b3358b8,https://github.com/git/git/commit/9a863b3358b8,reset: clear_unpack_trees_porcelain to plug leak,Andrzej Hunt
ed3c566d97f2,https://github.com/git/git/commit/ed3c566d97f2,builtin/mv: free or UNLEAK multiple pointers at end of cmd_mv,Andrzej Hunt
675ea4efdbe2,https://github.com/git/git/commit/675ea4efdbe2,convert: release strbuf to avoid leak,Andrzej Hunt
8d833e933719,https://github.com/git/git/commit/8d833e933719,read-cache: call diff_setup_done to avoid leak,Andrzej Hunt
d7cf4188e2e8,https://github.com/git/git/commit/d7cf4188e2e8,ref-filter: also free head for ATOM_HEAD to avoid leak,Andrzej Hunt
4e3250b7fb80,https://github.com/git/git/commit/4e3250b7fb80,diffcore-rename: move old_dir/new_dir definition to plug leak,Andrzej Hunt
edfc744918fb,https://github.com/git/git/commit/edfc744918fb,builtin/submodule--helper: release unused strbuf to avoid leak,Andrzej Hunt
14c3dd817dbd,https://github.com/git/git/commit/14c3dd817dbd,environment: move strbuf into block to plug leak,Andrzej Hunt
9938f30d13d2,https://github.com/git/git/commit/9938f30d13d2,"merge: add missing word ""strategy"" to a message",Philippe Blain
c5d0b12a4c8a,https://github.com/git/git/commit/c5d0b12a4c8a,maintenance: fix two memory leaks,Lénaïc Huard
37be11994f95,https://github.com/git/git/commit/37be11994f95,builtin/rm: avoid leaking pathspec and seen,Andrzej Hunt
a317a553b89d,https://github.com/git/git/commit/a317a553b89d,builtin/for-each-ref: free filter and UNLEAK sorting.,Andrzej Hunt
4fa268738ca9,https://github.com/git/git/commit/4fa268738ca9,builtin/bugreport: don't leak prefixed filename,Andrzej Hunt
04fe4d75faa2,https://github.com/git/git/commit/04fe4d75faa2,init-db: silence template_dir leak when converting to absolute path,Andrzej Hunt
aa1b63971ab4,https://github.com/git/git/commit/aa1b63971ab4,worktree: fix leak in dwim_branch(),Andrzej Hunt
0c4542738e62,https://github.com/git/git/commit/0c4542738e62,clone: free or UNLEAK further pointers when finished,Andrzej Hunt
e901de68166a,https://github.com/git/git/commit/e901de68166a,reset: free instead of leaking unneeded ref,Andrzej Hunt
f63b88867a8f,https://github.com/git/git/commit/f63b88867a8f,symbolic-ref: don't leak shortened refname in check_symref(),Andrzej Hunt
bf4bb9f9f513,https://github.com/git/git/commit/bf4bb9f9f513,commit-graph: avoid leaking topo_levels slab in write_commit_graph(),Andrzej Hunt
8c29b497946f,https://github.com/git/git/commit/8c29b497946f,range-diff: avoid leaking memory in two error code paths,Johannes Schindelin
eaf5341538b4,https://github.com/git/git/commit/eaf5341538b4,stash: add missing space to an error message,Kyle Meyer
d44e5267eaef,https://github.com/git/git/commit/d44e5267eaef,diff-lib: plug minor memory leaks in do_diff_cache(),René Scharfe
bda959c4766d,https://github.com/git/git/commit/bda959c4766d,packfile: fix memory leak in add_delta_base_cache(),Matheus Tavares
5336d5069626,https://github.com/git/git/commit/5336d5069626,ref-filter: plug memory leak in reach_filter(),René Scharfe
27ed6ccc12a3,https://github.com/git/git/commit/27ed6ccc12a3,worktree: fix leak in check_clean_worktree(),Jeff King
55fe225dde45,https://github.com/git/git/commit/55fe225dde45,submodule--helper: fix leak of core.worktree value,Jeff King
1c890016a147,https://github.com/git/git/commit/1c890016a147,config: fix leak in git_config_get_expiry_in_days(),Jeff King
c514c62a4fd8,https://github.com/git/git/commit/c514c62a4fd8,checkout: fix leak of non-existent branch names,Jeff King
3e19816dc044,https://github.com/git/git/commit/3e19816dc044,ls-remote: simplify UNLEAK() usage,Jeff King
398e659e1ec6,https://github.com/git/git/commit/398e659e1ec6,"revision: avoid leak when preparing bloom filter for ""/""",Jeff King
0c9a4f638a53,https://github.com/git/git/commit/0c9a4f638a53,pull: plug minor memory leak after using is_descendant_of(),René Scharfe
d546fe2874ce,https://github.com/git/git/commit/d546fe2874ce,commit-reach: plug minor memory leak after using is_descendant_of(),René Scharfe
65c425a2ec81,https://github.com/git/git/commit/65c425a2ec81,sequencer: stop leaking buf,Denton Liu
15a4205d9671,https://github.com/git/git/commit/15a4205d9671,name-rev: don't leak path copy in name_ref(),René Scharfe
43f33e492af6,https://github.com/git/git/commit/43f33e492af6,git-p4: avoid leak of file handle when cloning,Luke Diamand
f6b9413bafbe,https://github.com/git/git/commit/f6b9413bafbe,sequencer: fix a memory leak in sequencer_continue(),Alban Gruin
fd99c2dd9b0b,https://github.com/git/git/commit/fd99c2dd9b0b,grep: use return value of strbuf_detach(),René Scharfe
82f51af3452b,https://github.com/git/git/commit/82f51af3452b,log-tree: always use return value of strbuf_detach(),René Scharfe
7e927567519a,https://github.com/git/git/commit/7e927567519a,http: don't leak urlmatch_config.vars,Mike Hommey
779ad6641b9a,https://github.com/git/git/commit/779ad6641b9a,notes: avoid leaking duplicate entries,Mike Hommey
f836bf393731,https://github.com/git/git/commit/f836bf393731,merge-recursive: future-proof update_file_flags() against memory leaks,Elijah Newren
14d30cdfc047,https://github.com/git/git/commit/14d30cdfc047,ref-filter: fix memory leak in `free_array_item()`,Martin Ågren
f463beb80563,https://github.com/git/git/commit/f463beb80563,grep: inline the return value of a function call used only once,Ævar Arnfjörð Bjarmason
7372eaeb8b47,https://github.com/git/git/commit/7372eaeb8b47,rebase: fix a memory leak,Phillip Wood
98552f252ad4,https://github.com/git/git/commit/98552f252ad4,commit-graph: fix memory leak,Josh Steadmon
96b0710ee405,https://github.com/git/git/commit/96b0710ee405,object: fix leak of shallow_stat,Josh Steadmon
7317aa7153c0,https://github.com/git/git/commit/7317aa7153c0,odb_load_loose_cache: fix strbuf leak,Jeff King
a71806a74cc1,https://github.com/git/git/commit/a71806a74cc1,read-cache.c: add missing colon separators,Nguyễn Thái Ngọc Duy
3a457a08f2cb,https://github.com/git/git/commit/3a457a08f2cb,ewok_rlw.h: add missing 'inline' to function definition,Ramsay Jones
deec6b8e0f85,https://github.com/git/git/commit/deec6b8e0f85,ls-remote: release memory instead of UNLEAK,Olga Telezhnaya
f4dbdfc4d514,https://github.com/git/git/commit/f4dbdfc4d514,commit-graph: clean up leaked memory during write,Derrick Stolee
47cb16a26447,https://github.com/git/git/commit/47cb16a26447,diff --color-moved: fix a memory leak,Phillip Wood
9c1a6c2bf837,https://github.com/git/git/commit/9c1a6c2bf837,diff --color-moved-ws: fix another memory leak,Phillip Wood
fe4516d103e6,https://github.com/git/git/commit/fe4516d103e6,diff --color-moved-ws: fix a memory leak,Phillip Wood
6e8fc70fcefd,https://github.com/git/git/commit/6e8fc70fcefd,sequencer: use return value of oidset_insert(),René Scharfe
4067a64672f9,https://github.com/git/git/commit/4067a64672f9,commit-reach: fix memory and flag leaks,Derrick Stolee
5697ca9aa562,https://github.com/git/git/commit/5697ca9aa562,unpack-trees: add missing cache invalidation,Nguyễn Thái Ngọc Duy
883e5c7fe90a,https://github.com/git/git/commit/883e5c7fe90a,commit-graph: UNLEAK before die(),Derrick Stolee
f40f3c16cd3b,https://github.com/git/git/commit/f40f3c16cd3b,sequencer.c: plug mem leak in git_sequencer_config,Stefan Beller
19517fb964f8,https://github.com/git/git/commit/19517fb964f8,sequencer.c: plug leaks in do_pick_commit,Stefan Beller
e6be8e2f9f87,https://github.com/git/git/commit/e6be8e2f9f87,submodule--helper: plug mem leak in print_default_remote,Stefan Beller
0210231b0803,https://github.com/git/git/commit/0210231b0803,git_setup_gettext: plug memory leak,Johannes Schindelin
ba3a08ca0ec0,https://github.com/git/git/commit/ba3a08ca0ec0,fsck: fix leak when traversing trees,Eric Wong
03e7833f3ab2,https://github.com/git/git/commit/03e7833f3ab2,oidset: don't return value from oidset_init,Thomas Gummerer
176cb979fe7c,https://github.com/git/git/commit/176cb979fe7c,transport-helper: plug strbuf and string_list leaks,René Scharfe
addcf6cfdeb2,https://github.com/git/git/commit/addcf6cfdeb2,fmt-merge-msg: avoid leaking strbuf in shortlog(),René Scharfe
782c030ea21f,https://github.com/git/git/commit/782c030ea21f,config: flip return value of write_section(),René Scharfe
b0ca411051d8,https://github.com/git/git/commit/b0ca411051d8,files_transaction_prepare(): don't leak flags to packed transaction,Michael Haggerty
f4e45cb3eb6f,https://github.com/git/git/commit/f4e45cb3eb6f,bisect: fix memory leak when returning best element,Martin Ågren
fc5c40bb2bb1,https://github.com/git/git/commit/fc5c40bb2bb1,bisect: fix memory leak in `find_bisection()`,Martin Ågren
9360ec000236,https://github.com/git/git/commit/9360ec000236,sequencer.c: check return value of close() in rewrite_file(),Simon Ruderich
10e0ca843dea,https://github.com/git/git/commit/10e0ca843dea,diff: fix lstat() error handling in diff_populate_filespec(),Andrey Okoshkin
b2401586fc51,https://github.com/git/git/commit/b2401586fc51,write_entry: fix leak when retrying delayed filter,Jeff King
cb7b29eb6777,https://github.com/git/git/commit/cb7b29eb6777,commit: fix memory leak in `reduce_heads()`,Martin Ågren
dd1055ed594f,https://github.com/git/git/commit/dd1055ed594f,builtin/commit: fix memory leak in `prepare_index()`,Martin Ågren
634eb82b1aa1,https://github.com/git/git/commit/634eb82b1aa1,notes-merge: use ssize_t for write_in_full() return value,Jeff King
3f5ef95b5e0c,https://github.com/git/git/commit/3f5ef95b5e0c,refs/files-backend: correct return value in lock_ref_for_update,Martin Ågren
6c6b08d26999,https://github.com/git/git/commit/6c6b08d26999,config: plug user_config leak,Jeff King
baddc96b2cbf,https://github.com/git/git/commit/baddc96b2cbf,update-index: fix cache entry leak in add_one_file(),Jeff King
fe6a01af8aa9,https://github.com/git/git/commit/fe6a01af8aa9,add: free leaked pathspec after add_files_to_cache(),Jeff King
ef9c4dc3b6a4,https://github.com/git/git/commit/ef9c4dc3b6a4,merge-recursive: remove return value from get_files_dirs,Kevin Willford
e336bdc5b9bc,https://github.com/git/git/commit/e336bdc5b9bc,merge-recursive: fix memory leak,Kevin Willford
b50386c7c038,https://github.com/git/git/commit/b50386c7c038,read-cache: fix memory leak in do_write_index,Kevin Willford
149d8cbb2ebd,https://github.com/git/git/commit/149d8cbb2ebd,win32: plug memory leak on realloc() failure in syslog(),René Scharfe
ef4fe5617ead,https://github.com/git/git/commit/ef4fe5617ead,connect.c: fix leak in parse_one_symref_info(),Jeff King
15d980a785f8,https://github.com/git/git/commit/15d980a785f8,log: fix memory leak in open_next_file(),Nguyễn Thái Ngọc Duy
d096d7f1ef81,https://github.com/git/git/commit/d096d7f1ef81,rebase -i: add missing newline to end of message,Phillip Wood
443a12f37be1,https://github.com/git/git/commit/443a12f37be1,checkout: fix memory leak,Junio C Hamano
d32de66a07c6,https://github.com/git/git/commit/d32de66a07c6,submodule_uses_worktrees(): plug memory leak,Johannes Schindelin
2e11f58fa6a0,https://github.com/git/git/commit/2e11f58fa6a0,show_worktree(): plug memory leak,Johannes Schindelin
5308224633cf,https://github.com/git/git/commit/5308224633cf,name-rev: avoid leaking memory in the `deref` case,Johannes Schindelin
3dc7ea91dab9,https://github.com/git/git/commit/3dc7ea91dab9,remote: plug memory leak in match_explicit(),Johannes Schindelin
7c565a6b2d8b,https://github.com/git/git/commit/7c565a6b2d8b,shallow: avoid memory leak,Johannes Schindelin
6cf034e7ed3e,https://github.com/git/git/commit/6cf034e7ed3e,line-log: avoid memory leak,Johannes Schindelin
bda6e82801e3,https://github.com/git/git/commit/bda6e82801e3,receive-pack: plug memory leak in update(),Johannes Schindelin
1efb1e9a21d1,https://github.com/git/git/commit/1efb1e9a21d1,fast-export: avoid leaking memory in handle_tag(),Johannes Schindelin
43e61e715283,https://github.com/git/git/commit/43e61e715283,mktree: plug memory leaks reported by Coverity,Johannes Schindelin
077a34e0b940,https://github.com/git/git/commit/077a34e0b940,pack-redundant: plug memory leak,Johannes Schindelin
2d4dcf210e15,https://github.com/git/git/commit/2d4dcf210e15,setup_discovered_git_dir(): plug memory leak,Johannes Schindelin
514e80394445,https://github.com/git/git/commit/514e80394445,checkout: fix memory leak,Johannes Schindelin
05c2b7ba49e3,https://github.com/git/git/commit/05c2b7ba49e3,cat-file: fix memory leak,Johannes Schindelin
5b34ba414d10,https://github.com/git/git/commit/5b34ba414d10,get_mail_commit_oid(): avoid resource leak,Johannes Schindelin
4db7dbdb4ae5,https://github.com/git/git/commit/4db7dbdb4ae5,git_config_rename_section_in_file(): avoid resource leak,Johannes Schindelin
1a845a2c88e5,https://github.com/git/git/commit/1a845a2c88e5,mingw: avoid memory leak when splitting PATH,Johannes Schindelin
57e0ef0e0e90,https://github.com/git/git/commit/57e0ef0e0e90,am: check return value of resolve_refdup before using hash,René Scharfe
79e913c24aa3,https://github.com/git/git/commit/79e913c24aa3,checkout: check return value of resolve_refdup before using hash,René Scharfe
f131db9e3166,https://github.com/git/git/commit/f131db9e3166,am: fix commit buffer leak in get_commit_info(),Jeff King
5d2993b6eabb,https://github.com/git/git/commit/5d2993b6eabb,connect.c: fix leak in handle_ssh_variant,Jeff King
372b050b6bd4,https://github.com/git/git/commit/372b050b6bd4,replace: plug a memory leak,Junio C Hamano
7861fa07c38d,https://github.com/git/git/commit/7861fa07c38d,grep: plug a trivial memory leak,Ævar Arnfjörð Bjarmason
35ad44cbd813,https://github.com/git/git/commit/35ad44cbd813,submodule.c: add missing ' in error messages,Ralf Thielow
c105f563d1b8,https://github.com/git/git/commit/c105f563d1b8,update-index: fix xgetcwd() related memory leak,Christian Couder
a42e1b4194b0,https://github.com/git/git/commit/a42e1b4194b0,sequencer: fix missing newline,Brandon Williams
e94eac49e6ed,https://github.com/git/git/commit/e94eac49e6ed,http-push: don't check return value of lookup_unknown_object(),René Scharfe
62af89697940,https://github.com/git/git/commit/62af89697940,attr.c: plug small leak in parse_attr_line(),Junio C Hamano
7c4be458b1c7,https://github.com/git/git/commit/7c4be458b1c7,worktree: initialize return value for submodule_uses_worktrees,Stefan Beller
b84be553548b,https://github.com/git/git/commit/b84be553548b,convert: make apply_filter() adhere to standard Git error handling,Lars Schneider
5caeeb83bcb8,https://github.com/git/git/commit/5caeeb83bcb8,archive-tar: drop return value,Jeff King
6eb6078bf5fd,https://github.com/git/git/commit/6eb6078bf5fd,abbrev_sha1_in_line: don't leak memory,Stefan Beller
344b548475b8,https://github.com/git/git/commit/344b548475b8,notes: don't leak memory in git_config_get_notes_strategy,Stefan Beller
87f16258367a,https://github.com/git/git/commit/87f16258367a,xdiff/xprepare: fix a memory leak,Ramsay Jones
